Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date
RSV-NET,2018-19,2019,6,85+ years,Overall,Overall,Overall,5.1,58.1,2019-02-09T00:00:00.000
RSV-NET,2018-19,2019,7,85+ years,Overall,Overall,Overall,5.3,63.3,2019-02-16T00:00:00.000
RSV-NET,2018-19,2019,8,85+ years,Overall,Overall,Overall,6.5,69.8,2019-02-23T00:00:00.000
RSV-NET,2018-19,2019,9,85+ years,Overall,Overall,Overall,5.3,75.1,2019-03-02T00:00:00.000
RSV-NET,2018-19,2019,10,85+ years,Overall,Overall,Overall,5.3,80.4,2019-03-09T00:00:00.000
RSV-NET,2018-19,2019,11,85+ years,Overall,Overall,Overall,3.9,84.2,2019-03-16T00:00:00.000
RSV-NET,2018-19,2019,12,85+ years,Overall,Overall,Overall,4.7,88.9,2019-03-23T00:00:00.000
RSV-NET,2018-19,2019,13,85+ years,Overall,Overall,Overall,4.1,93,2019-03-30T00:00:00.000
RSV-NET,2018-19,2019,14,85+ years,Overall,Overall,Overall,2.4,95.4,2019-04-06T00:00:00.000
RSV-NET,2018-19,2019,15,85+ years,Overall,Overall,Overall,1.2,96.6,2019-04-13T00:00:00.000
RSV-NET,2018-19,2019,16,85+ years,Overall,Overall,Overall,0.8,97.4,2019-04-20T00:00:00.000
RSV-NET,2018-19,2019,17,85+ years,Overall,Overall,Overall,0.6,98,2019-04-27T00:00:00.000
RSV-NET,2018-19,2019,18,85+ years,Overall,Overall,Overall,0.8,98.9,2019-05-04T00:00:00.000
RSV-NET,2019-20,2019,40,85+ years,Overall,Overall,Overall,0.4,0.4,2019-10-05T00:00:00.000
RSV-NET,2019-20,2019,41,85+ years,Overall,Overall,Overall,0.2,0.6,2019-10-12T00:00:00.000
RSV-NET,2019-20,2019,42,85+ years,Overall,Overall,Overall,0,0.6,2019-10-19T00:00:00.000
RSV-NET,2019-20,2019,43,85+ years,Overall,Overall,Overall,0.6,1.2,2019-10-26T00:00:00.000
RSV-NET,2019-20,2019,44,85+ years,Overall,Overall,Overall,0.2,1.4,2019-11-02T00:00:00.000
RSV-NET,2019-20,2019,45,85+ years,Overall,Overall,Overall,1,2.4,2019-11-09T00:00:00.000
RSV-NET,2019-20,2019,46,85+ years,Overall,Overall,Overall,1.4,3.7,2019-11-16T00:00:00.000
RSV-NET,2019-20,2019,47,85+ years,Overall,Overall,Overall,1,4.7,2019-11-23T00:00:00.000
RSV-NET,2019-20,2019,48,85+ years,Overall,Overall,Overall,1.6,6.3,2019-11-30T00:00:00.000
RSV-NET,2019-20,2019,49,85+ years,Overall,Overall,Overall,4.7,11,2019-12-07T00:00:00.000
RSV-NET,2019-20,2019,50,85+ years,Overall,Overall,Overall,5.1,16.1,2019-12-14T00:00:00.000
RSV-NET,2019-20,2019,51,85+ years,Overall,Overall,Overall,5.7,21.8,2019-12-21T00:00:00.000
RSV-NET,2019-20,2019,52,85+ years,Overall,Overall,Overall,8,29.8,2019-12-28T00:00:00.000
RSV-NET,2019-20,2020,1,85+ years,Overall,Overall,Overall,11.2,41,2020-01-04T00:00:00.000
RSV-NET,2019-20,2020,2,85+ years,Overall,Overall,Overall,10,51,2020-01-11T00:00:00.000
RSV-NET,2019-20,2020,3,85+ years,Overall,Overall,Overall,10,61,2020-01-18T00:00:00.000
RSV-NET,2019-20,2020,4,85+ years,Overall,Overall,Overall,8.4,69.4,2020-01-25T00:00:00.000
RSV-NET,2019-20,2020,5,85+ years,Overall,Overall,Overall,6.9,76.2,2020-02-01T00:00:00.000
RSV-NET,2019-20,2020,6,85+ years,Overall,Overall,Overall,8,84.3,2020-02-08T00:00:00.000
RSV-NET,2019-20,2020,7,85+ years,Overall,Overall,Overall,5.7,90,2020-02-15T00:00:00.000
RSV-NET,2019-20,2020,8,85+ years,Overall,Overall,Overall,6.3,96.2,2020-02-22T00:00:00.000
RSV-NET,2019-20,2020,9,85+ years,Overall,Overall,Overall,4.3,100.6,2020-02-29T00:00:00.000
RSV-NET,2019-20,2020,10,85+ years,Overall,Overall,Overall,4.9,105.5,2020-03-07T00:00:00.000
RSV-NET,2019-20,2020,11,85+ years,Overall,Overall,Overall,4.7,110.2,2020-03-14T00:00:00.000
RSV-NET,2019-20,2020,12,85+ years,Overall,Overall,Overall,2.4,112.5,2020-03-21T00:00:00.000
RSV-NET,2019-20,2020,13,85+ years,Overall,Overall,Overall,1.6,114.1,2020-03-28T00:00:00.000
RSV-NET,2019-20,2020,14,85+ years,Overall,Overall,Overall,0.8,114.9,2020-04-04T00:00:00.000
RSV-NET,2019-20,2020,15,85+ years,Overall,Overall,Overall,0.4,115.3,2020-04-11T00:00:00.000
RSV-NET,2019-20,2020,16,85+ years,Overall,Overall,Overall,0,115.3,2020-04-18T00:00:00.000
RSV-NET,2019-20,2020,17,85+ years,Overall,Overall,Overall,0,115.3,2020-04-25T00:00:00.000
RSV-NET,2019-20,2020,18,85+ years,Overall,Overall,Overall,0,115.3,2020-05-02T00:00:00.000
RSV-NET,2020-21,2020,40,85+ years,Overall,Overall,Overall,0,0,2020-10-03T00:00:00.000
RSV-NET,2020-21,2020,41,85+ years,Overall,Overall,Overall,0,0,2020-10-10T00:00:00.000
RSV-NET,2020-21,2020,42,85+ years,Overall,Overall,Overall,0,0,2020-10-17T00:00:00.000
RSV-NET,2020-21,2020,43,85+ years,Overall,Overall,Overall,0,0,2020-10-24T00:00:00.000
RSV-NET,2020-21,2020,44,85+ years,Overall,Overall,Overall,0.2,0.2,2020-10-31T00:00:00.000
RSV-NET,2020-21,2020,45,85+ years,Overall,Overall,Overall,0,0.2,2020-11-07T00:00:00.000
RSV-NET,2020-21,2020,46,85+ years,Overall,Overall,Overall,0,0.2,2020-11-14T00:00:00.000
RSV-NET,2020-21,2020,47,85+ years,Overall,Overall,Overall,0,0.2,2020-11-21T00:00:00.000
RSV-NET,2020-21,2020,48,85+ years,Overall,Overall,Overall,0,0.2,2020-11-28T00:00:00.000
RSV-NET,2020-21,2020,49,85+ years,Overall,Overall,Overall,0,0.2,2020-12-05T00:00:00.000
RSV-NET,2020-21,2020,50,85+ years,Overall,Overall,Overall,0,0.2,2020-12-12T00:00:00.000
RSV-NET,2020-21,2020,51,85+ years,Overall,Overall,Overall,0,0.2,2020-12-19T00:00:00.000
RSV-NET,2020-21,2020,52,85+ years,Overall,Overall,Overall,0,0.2,2020-12-26T00:00:00.000
RSV-NET,2020-21,2020,53,85+ years,Overall,Overall,Overall,0,0.2,2021-01-02T00:00:00.000
RSV-NET,2020-21,2021,1,85+ years,Overall,Overall,Overall,0,0.2,2021-01-09T00:00:00.000
RSV-NET,2020-21,2021,2,85+ years,Overall,Overall,Overall,0,0.2,2021-01-16T00:00:00.000
RSV-NET,2020-21,2021,3,85+ years,Overall,Overall,Overall,0.2,0.4,2021-01-23T00:00:00.000
RSV-NET,2020-21,2021,4,85+ years,Overall,Overall,Overall,0,0.4,2021-01-30T00:00:00.000
RSV-NET,2020-21,2021,5,85+ years,Overall,Overall,Overall,0,0.4,2021-02-06T00:00:00.000
RSV-NET,2020-21,2021,6,85+ years,Overall,Overall,Overall,0,0.4,2021-02-13T00:00:00.000
RSV-NET,2020-21,2021,7,85+ years,Overall,Overall,Overall,0,0.4,2021-02-20T00:00:00.000
RSV-NET,2020-21,2021,8,85+ years,Overall,Overall,Overall,0.2,0.6,2021-02-27T00:00:00.000
RSV-NET,2020-21,2021,9,85+ years,Overall,Overall,Overall,0,0.6,2021-03-06T00:00:00.000
RSV-NET,2020-21,2021,10,85+ years,Overall,Overall,Overall,0,0.6,2021-03-13T00:00:00.000
RSV-NET,2020-21,2021,11,85+ years,Overall,Overall,Overall,0,0.6,2021-03-20T00:00:00.000
RSV-NET,2020-21,2021,12,85+ years,Overall,Overall,Overall,0,0.6,2021-03-27T00:00:00.000
RSV-NET,2020-21,2021,13,85+ years,Overall,Overall,Overall,0,0.6,2021-04-03T00:00:00.000
RSV-NET,2020-21,2021,14,85+ years,Overall,Overall,Overall,0,0.6,2021-04-10T00:00:00.000
RSV-NET,2020-21,2021,15,85+ years,Overall,Overall,Overall,0,0.6,2021-04-17T00:00:00.000
RSV-NET,2020-21,2021,16,85+ years,Overall,Overall,Overall,0,0.6,2021-04-24T00:00:00.000
RSV-NET,2020-21,2021,17,85+ years,Overall,Overall,Overall,0,0.6,2021-05-01T00:00:00.000
RSV-NET,2020-21,2021,18,85+ years,Overall,Overall,Overall,0,0.6,2021-05-08T00:00:00.000
RSV-NET,2020-21,2021,19,85+ years,Overall,Overall,Overall,0.2,0.8,2021-05-15T00:00:00.000
RSV-NET,2020-21,2021,20,85+ years,Overall,Overall,Overall,0.2,1,2021-05-22T00:00:00.000
RSV-NET,2020-21,2021,21,85+ years,Overall,Overall,Overall,0,1,2021-05-29T00:00:00.000
RSV-NET,2020-21,2021,22,85+ years,Overall,Overall,Overall,0.4,1.4,2021-06-05T00:00:00.000
RSV-NET,2020-21,2021,23,85+ years,Overall,Overall,Overall,0.2,1.6,2021-06-12T00:00:00.000
RSV-NET,2020-21,2021,24,85+ years,Overall,Overall,Overall,0,1.6,2021-06-19T00:00:00.000
RSV-NET,2020-21,2021,25,85+ years,Overall,Overall,Overall,0.4,2,2021-06-26T00:00:00.000
RSV-NET,2020-21,2021,26,85+ years,Overall,Overall,Overall,0.4,2.4,2021-07-03T00:00:00.000
RSV-NET,2020-21,2021,27,85+ years,Overall,Overall,Overall,0.4,2.7,2021-07-10T00:00:00.000
RSV-NET,2020-21,2021,28,85+ years,Overall,Overall,Overall,0.2,2.9,2021-07-17T00:00:00.000
RSV-NET,2020-21,2021,29,85+ years,Overall,Overall,Overall,1.4,4.3,2021-07-24T00:00:00.000
RSV-NET,2020-21,2021,30,85+ years,Overall,Overall,Overall,0.4,4.7,2021-07-31T00:00:00.000
RSV-NET,2020-21,2021,31,85+ years,Overall,Overall,Overall,0.8,5.5,2021-08-07T00:00:00.000
RSV-NET,2020-21,2021,32,85+ years,Overall,Overall,Overall,0.2,5.7,2021-08-14T00:00:00.000
RSV-NET,2020-21,2021,33,85+ years,Overall,Overall,Overall,0.6,6.3,2021-08-21T00:00:00.000
RSV-NET,2020-21,2021,34,85+ years,Overall,Overall,Overall,0.8,7.1,2021-08-28T00:00:00.000
RSV-NET,2020-21,2021,35,85+ years,Overall,Overall,Overall,0.8,7.8,2021-09-04T00:00:00.000
RSV-NET,2020-21,2021,36,85+ years,Overall,Overall,Overall,0.8,8.6,2021-09-11T00:00:00.000
RSV-NET,2020-21,2021,37,85+ years,Overall,Overall,Overall,0.4,9,2021-09-18T00:00:00.000
RSV-NET,2020-21,2021,38,85+ years,Overall,Overall,Overall,0,9,2021-09-25T00:00:00.000
RSV-NET,2020-21,2021,39,85+ years,Overall,Overall,Overall,1.2,10.2,2021-10-02T00:00:00.000
RSV-NET,2021-22,2021,40,85+ years,Overall,Overall,Overall,2.3,2.3,2021-10-09T00:00:00.000
RSV-NET,2021-22,2021,41,85+ years,Overall,Overall,Overall,1.5,3.8,2021-10-16T00:00:00.000
RSV-NET,2021-22,2021,42,85+ years,Overall,Overall,Overall,2.3,6.2,2021-10-23T00:00:00.000
RSV-NET,2021-22,2021,43,85+ years,Overall,Overall,Overall,2.1,8.3,2021-10-30T00:00:00.000
RSV-NET,2021-22,2021,44,85+ years,Overall,Overall,Overall,1.7,10,2021-11-06T00:00:00.000
RSV-NET,2021-22,2021,45,85+ years,Overall,Overall,Overall,2.6,12.6,2021-11-13T00:00:00.000
RSV-NET,2021-22,2021,46,85+ years,Overall,Overall,Overall,2.8,15.3,2021-11-20T00:00:00.000
RSV-NET,2021-22,2021,47,85+ years,Overall,Overall,Overall,1.9,17.2,2021-11-27T00:00:00.000
RSV-NET,2021-22,2021,48,85+ years,Overall,Overall,Overall,4.3,21.5,2021-12-04T00:00:00.000
RSV-NET,2021-22,2021,49,85+ years,Overall,Overall,Overall,5.5,27,2021-12-11T00:00:00.000
RSV-NET,2021-22,2021,50,85+ years,Overall,Overall,Overall,4,31.1,2021-12-18T00:00:00.000
RSV-NET,2021-22,2021,51,85+ years,Overall,Overall,Overall,3.8,34.9,2021-12-25T00:00:00.000
RSV-NET,2021-22,2021,52,85+ years,Overall,Overall,Overall,4,38.9,2022-01-01T00:00:00.000
RSV-NET,2021-22,2022,1,85+ years,Overall,Overall,Overall,4.3,43.2,2022-01-08T00:00:00.000
RSV-NET,2021-22,2022,2,85+ years,Overall,Overall,Overall,1.9,45.1,2022-01-15T00:00:00.000
RSV-NET,2021-22,2022,3,85+ years,Overall,Overall,Overall,1.5,46.6,2022-01-22T00:00:00.000
RSV-NET,2021-22,2022,4,85+ years,Overall,Overall,Overall,0.9,47.4,2022-01-29T00:00:00.000
RSV-NET,2021-22,2022,5,85+ years,Overall,Overall,Overall,1.1,48.5,2022-02-05T00:00:00.000
RSV-NET,2021-22,2022,6,85+ years,Overall,Overall,Overall,0.4,48.9,2022-02-12T00:00:00.000
RSV-NET,2021-22,2022,7,85+ years,Overall,Overall,Overall,0.6,49.6,2022-02-19T00:00:00.000
RSV-NET,2021-22,2022,8,85+ years,Overall,Overall,Overall,0.4,50,2022-02-26T00:00:00.000
RSV-NET,2021-22,2022,9,85+ years,Overall,Overall,Overall,1.1,51.1,2022-03-05T00:00:00.000
RSV-NET,2021-22,2022,10,85+ years,Overall,Overall,Overall,0.6,51.7,2022-03-12T00:00:00.000
RSV-NET,2021-22,2022,11,85+ years,Overall,Overall,Overall,1.3,53,2022-03-19T00:00:00.000
RSV-NET,2021-22,2022,12,85+ years,Overall,Overall,Overall,0,53,2022-03-26T00:00:00.000
RSV-NET,2021-22,2022,13,85+ years,Overall,Overall,Overall,0.6,53.6,2022-04-02T00:00:00.000
RSV-NET,2021-22,2022,14,85+ years,Overall,Overall,Overall,1.1,54.7,2022-04-09T00:00:00.000
RSV-NET,2021-22,2022,15,85+ years,Overall,Overall,Overall,0.6,55.3,2022-04-16T00:00:00.000
RSV-NET,2021-22,2022,16,85+ years,Overall,Overall,Overall,1.3,56.6,2022-04-23T00:00:00.000
RSV-NET,2021-22,2022,17,85+ years,Overall,Overall,Overall,0.2,56.8,2022-04-30T00:00:00.000
RSV-NET,2021-22,2022,18,85+ years,Overall,Overall,Overall,0.6,57.4,2022-05-07T00:00:00.000
RSV-NET,2021-22,2022,19,85+ years,Overall,Overall,Overall,0.6,58.1,2022-05-14T00:00:00.000
RSV-NET,2021-22,2022,20,85+ years,Overall,Overall,Overall,0.2,58.3,2022-05-21T00:00:00.000
RSV-NET,2021-22,2022,21,85+ years,Overall,Overall,Overall,0.4,58.7,2022-05-28T00:00:00.000
RSV-NET,2021-22,2022,22,85+ years,Overall,Overall,Overall,0.2,58.9,2022-06-04T00:00:00.000
RSV-NET,2021-22,2022,23,85+ years,Overall,Overall,Overall,0.4,59.3,2022-06-11T00:00:00.000
RSV-NET,2021-22,2022,24,85+ years,Overall,Overall,Overall,0,59.3,2022-06-18T00:00:00.000
RSV-NET,2021-22,2022,25,85+ years,Overall,Overall,Overall,0.2,59.6,2022-06-25T00:00:00.000
RSV-NET,2021-22,2022,26,85+ years,Overall,Overall,Overall,0.6,60.2,2022-07-02T00:00:00.000
RSV-NET,2021-22,2022,27,85+ years,Overall,Overall,Overall,1.5,61.7,2022-07-09T00:00:00.000
RSV-NET,2021-22,2022,28,85+ years,Overall,Overall,Overall,0.4,62.1,2022-07-16T00:00:00.000
RSV-NET,2021-22,2022,29,85+ years,Overall,Overall,Overall,0,62.1,2022-07-23T00:00:00.000
RSV-NET,2021-22,2022,30,85+ years,Overall,Overall,Overall,1.3,63.4,2022-07-30T00:00:00.000
RSV-NET,2021-22,2022,31,85+ years,Overall,Overall,Overall,0.6,64,2022-08-06T00:00:00.000
RSV-NET,2021-22,2022,32,85+ years,Overall,Overall,Overall,1.5,65.5,2022-08-13T00:00:00.000
RSV-NET,2021-22,2022,33,85+ years,Overall,Overall,Overall,0.4,65.9,2022-08-20T00:00:00.000
RSV-NET,2021-22,2022,34,85+ years,Overall,Overall,Overall,0.4,66.4,2022-08-27T00:00:00.000
RSV-NET,2021-22,2022,35,85+ years,Overall,Overall,Overall,0.4,66.8,2022-09-03T00:00:00.000
RSV-NET,2021-22,2022,36,85+ years,Overall,Overall,Overall,0.4,67.2,2022-09-10T00:00:00.000
RSV-NET,2021-22,2022,37,85+ years,Overall,Overall,Overall,1.1,68.3,2022-09-17T00:00:00.000
RSV-NET,2021-22,2022,38,85+ years,Overall,Overall,Overall,1.3,69.6,2022-09-24T00:00:00.000
RSV-NET,2021-22,2022,39,85+ years,Overall,Overall,Overall,1.5,71,2022-10-01T00:00:00.000
RSV-NET,2022-23,2022,40,85+ years,Overall,Overall,Overall,1.3,1.3,2022-10-08T00:00:00.000
RSV-NET,2022-23,2022,41,85+ years,Overall,Overall,Overall,1.5,2.9,2022-10-15T00:00:00.000
RSV-NET,2022-23,2022,42,85+ years,Overall,Overall,Overall,3.3,6.2,2022-10-22T00:00:00.000
RSV-NET,2022-23,2022,43,85+ years,Overall,Overall,Overall,3.5,9.7,2022-10-29T00:00:00.000
RSV-NET,2022-23,2022,44,85+ years,Overall,Overall,Overall,4.9,14.6,2022-11-05T00:00:00.000
RSV-NET,2022-23,2022,45,85+ years,Overall,Overall,Overall,8.8,23.4,2022-11-12T00:00:00.000
RSV-NET,2022-23,2022,46,85+ years,Overall,Overall,Overall,8.4,31.8,2022-11-19T00:00:00.000
RSV-NET,2022-23,2022,47,85+ years,Overall,Overall,Overall,9.7,41.5,2022-11-26T00:00:00.000
RSV-NET,2022-23,2022,48,85+ years,Overall,Overall,Overall,17,58.5,2022-12-03T00:00:00.000
RSV-NET,2022-23,2022,49,85+ years,Overall,Overall,Overall,13.9,72.4,2022-12-10T00:00:00.000
RSV-NET,2022-23,2022,50,85+ years,Overall,Overall,Overall,10.8,83.2,2022-12-17T00:00:00.000
RSV-NET,2022-23,2022,51,85+ years,Overall,Overall,Overall,7.1,90.2,2022-12-24T00:00:00.000
RSV-NET,2022-23,2022,52,85+ years,Overall,Overall,Overall,8.4,98.6,2022-12-31T00:00:00.000
RSV-NET,2022-23,2023,1,85+ years,Overall,Overall,Overall,7.5,106.1,2023-01-07T00:00:00.000
RSV-NET,2022-23,2023,2,85+ years,Overall,Overall,Overall,8.4,114.5,2023-01-14T00:00:00.000
RSV-NET,2022-23,2023,3,85+ years,Overall,Overall,Overall,3.3,117.8,2023-01-21T00:00:00.000
RSV-NET,2022-23,2023,4,85+ years,Overall,Overall,Overall,4.4,122.2,2023-01-28T00:00:00.000
RSV-NET,2022-23,2023,5,85+ years,Overall,Overall,Overall,4.2,126.4,2023-02-04T00:00:00.000
RSV-NET,2022-23,2023,6,85+ years,Overall,Overall,Overall,3.5,130,2023-02-11T00:00:00.000
RSV-NET,2022-23,2023,7,85+ years,Overall,Overall,Overall,3.3,133.3,2023-02-18T00:00:00.000
RSV-NET,2022-23,2023,8,85+ years,Overall,Overall,Overall,1.5,134.8,2023-02-25T00:00:00.000
RSV-NET,2022-23,2023,9,85+ years,Overall,Overall,Overall,2.2,137,2023-03-04T00:00:00.000
RSV-NET,2022-23,2023,10,85+ years,Overall,Overall,Overall,2.4,139.4,2023-03-11T00:00:00.000
RSV-NET,2022-23,2023,11,85+ years,Overall,Overall,Overall,1.5,141,2023-03-18T00:00:00.000
RSV-NET,2022-23,2023,12,85+ years,Overall,Overall,Overall,2,143,2023-03-25T00:00:00.000
RSV-NET,2022-23,2023,13,85+ years,Overall,Overall,Overall,0.9,143.9,2023-04-01T00:00:00.000
RSV-NET,2022-23,2023,14,85+ years,Overall,Overall,Overall,1.5,145.4,2023-04-08T00:00:00.000
RSV-NET,2022-23,2023,15,85+ years,Overall,Overall,Overall,0.9,146.3,2023-04-15T00:00:00.000
RSV-NET,2022-23,2023,16,85+ years,Overall,Overall,Overall,1.8,148.1,2023-04-22T00:00:00.000
RSV-NET,2022-23,2023,17,85+ years,Overall,Overall,Overall,0.4,148.5,2023-04-29T00:00:00.000
RSV-NET,2022-23,2023,18,85+ years,Overall,Overall,Overall,0.7,149.2,2023-05-06T00:00:00.000
RSV-NET,2022-23,2023,19,85+ years,Overall,Overall,Overall,0.2,149.4,2023-05-13T00:00:00.000
RSV-NET,2022-23,2023,20,85+ years,Overall,Overall,Overall,0,149.4,2023-05-20T00:00:00.000
RSV-NET,2022-23,2023,21,85+ years,Overall,Overall,Overall,0.2,149.6,2023-05-27T00:00:00.000
RSV-NET,2022-23,2023,22,85+ years,Overall,Overall,Overall,0,149.6,2023-06-03T00:00:00.000
RSV-NET,2022-23,2023,23,85+ years,Overall,Overall,Overall,0.2,149.8,2023-06-10T00:00:00.000
RSV-NET,2022-23,2023,24,85+ years,Overall,Overall,Overall,0,149.8,2023-06-17T00:00:00.000
RSV-NET,2022-23,2023,25,85+ years,Overall,Overall,Overall,0,149.8,2023-06-24T00:00:00.000
RSV-NET,2022-23,2023,26,85+ years,Overall,Overall,Overall,0.2,150,2023-07-01T00:00:00.000
RSV-NET,2022-23,2023,27,85+ years,Overall,Overall,Overall,0.2,150.3,2023-07-08T00:00:00.000
RSV-NET,2022-23,2023,28,85+ years,Overall,Overall,Overall,0.2,150.5,2023-07-15T00:00:00.000
RSV-NET,2022-23,2023,29,85+ years,Overall,Overall,Overall,0.2,150.7,2023-07-22T00:00:00.000
RSV-NET,2022-23,2023,30,85+ years,Overall,Overall,Overall,0.2,150.9,2023-07-29T00:00:00.000
RSV-NET,2022-23,2023,31,85+ years,Overall,Overall,Overall,0.2,151.1,2023-08-05T00:00:00.000
RSV-NET,2022-23,2023,32,85+ years,Overall,Overall,Overall,0.2,151.4,2023-08-12T00:00:00.000
RSV-NET,2022-23,2023,33,85+ years,Overall,Overall,Overall,0.7,152,2023-08-19T00:00:00.000
RSV-NET,2022-23,2023,34,85+ years,Overall,Overall,Overall,0.2,152.2,2023-08-26T00:00:00.000
RSV-NET,2022-23,2023,35,85+ years,Overall,Overall,Overall,0.4,152.7,2023-09-02T00:00:00.000
RSV-NET,2022-23,2023,36,85+ years,Overall,Overall,Overall,0.9,153.6,2023-09-09T00:00:00.000
RSV-NET,2022-23,2023,37,85+ years,Overall,Overall,Overall,1.1,154.7,2023-09-16T00:00:00.000
RSV-NET,2022-23,2023,38,85+ years,Overall,Overall,Overall,1.8,156.4,2023-09-23T00:00:00.000
RSV-NET,2022-23,2023,39,85+ years,Overall,Overall,Overall,0.4,156.9,2023-09-30T00:00:00.000
RSV-NET,2023-24,2023,40,85+ years,Overall,Overall,Overall,1.7,1.7,2023-10-07T00:00:00.000
RSV-NET,2023-24,2023,41,85+ years,Overall,Overall,Overall,1.9,3.6,2023-10-14T00:00:00.000
RSV-NET,2023-24,2023,42,85+ years,Overall,Overall,Overall,1.9,5.6,2023-10-21T00:00:00.000
RSV-NET,2023-24,2023,43,85+ years,Overall,Overall,Overall,3.9,9.4,2023-10-28T00:00:00.000
RSV-NET,2023-24,2023,44,85+ years,Overall,Overall,Overall,4.3,13.7,2023-11-04T00:00:00.000
RSV-NET,2023-24,2023,45,85+ years,Overall,Overall,Overall,5.6,19.3,2023-11-11T00:00:00.000
RSV-NET,2023-24,2023,46,85+ years,Overall,Overall,Overall,9.9,29.2,2023-11-18T00:00:00.000
RSV-NET,2023-24,2023,47,85+ years,Overall,Overall,Overall,7.7,36.9,2023-11-25T00:00:00.000
RSV-NET,2023-24,2023,48,85+ years,Overall,Overall,Overall,11.6,48.5,2023-12-02T00:00:00.000
RSV-NET,2023-24,2023,49,85+ years,Overall,Overall,Overall,17.8,66.3,2023-12-09T00:00:00.000
RSV-NET,2023-24,2023,50,85+ years,Overall,Overall,Overall,18,84.3,2023-12-16T00:00:00.000
RSV-NET,2023-24,2023,51,85+ years,Overall,Overall,Overall,17.2,101.4,2023-12-23T00:00:00.000
RSV-NET,2023-24,2023,52,85+ years,Overall,Overall,Overall,10.3,111.7,2023-12-30T00:00:00.000
RSV-NET,2018-19,2018,40,0-<1 year,Overall,Overall,Overall,5.2,5.2,2018-10-06T00:00:00.000
RSV-NET,2018-19,2018,41,0-<1 year,Overall,Overall,Overall,6.4,11.6,2018-10-13T00:00:00.000
RSV-NET,2018-19,2018,42,0-<1 year,Overall,Overall,Overall,9.2,20.8,2018-10-20T00:00:00.000
RSV-NET,2018-19,2018,43,0-<1 year,Overall,Overall,Overall,10.4,31.1,2018-10-27T00:00:00.000
RSV-NET,2018-19,2018,44,0-<1 year,Overall,Overall,Overall,8.5,39.7,2018-11-03T00:00:00.000
RSV-NET,2018-19,2018,45,0-<1 year,Overall,Overall,Overall,16.5,56.2,2018-11-10T00:00:00.000
RSV-NET,2018-19,2018,46,0-<1 year,Overall,Overall,Overall,22,78.1,2018-11-17T00:00:00.000
RSV-NET,2018-19,2018,47,0-<1 year,Overall,Overall,Overall,19.5,97.7,2018-11-24T00:00:00.000
RSV-NET,2018-19,2018,48,0-<1 year,Overall,Overall,Overall,38.2,135.8,2018-12-01T00:00:00.000
RSV-NET,2018-19,2018,49,0-<1 year,Overall,Overall,Overall,33.6,169.4,2018-12-08T00:00:00.000
RSV-NET,2018-19,2018,50,0-<1 year,Overall,Overall,Overall,45.5,214.9,2018-12-15T00:00:00.000
RSV-NET,2018-19,2018,51,0-<1 year,Overall,Overall,Overall,50.7,265.6,2018-12-22T00:00:00.000
RSV-NET,2018-19,2018,52,0-<1 year,Overall,Overall,Overall,58.6,324.2,2018-12-29T00:00:00.000
RSV-NET,2018-19,2019,1,0-<1 year,Overall,Overall,Overall,58,382.2,2019-01-05T00:00:00.000
RSV-NET,2018-19,2019,2,0-<1 year,Overall,Overall,Overall,54.9,437.1,2019-01-12T00:00:00.000
RSV-NET,2018-19,2019,3,0-<1 year,Overall,Overall,Overall,39.1,476.2,2019-01-19T00:00:00.000
RSV-NET,2018-19,2019,4,0-<1 year,Overall,Overall,Overall,38.5,514.6,2019-01-26T00:00:00.000
RSV-NET,2018-19,2019,5,0-<1 year,Overall,Overall,Overall,50.4,565,2019-02-02T00:00:00.000
RSV-NET,2018-19,2019,6,0-<1 year,Overall,Overall,Overall,40.9,605.9,2019-02-09T00:00:00.000
RSV-NET,2018-19,2019,7,0-<1 year,Overall,Overall,Overall,34.5,640.4,2019-02-16T00:00:00.000
RSV-NET,2018-19,2019,8,0-<1 year,Overall,Overall,Overall,33,673.4,2019-02-23T00:00:00.000
RSV-NET,2018-19,2019,9,0-<1 year,Overall,Overall,Overall,29.6,703,2019-03-02T00:00:00.000
RSV-NET,2018-19,2019,10,0-<1 year,Overall,Overall,Overall,23.8,726.8,2019-03-09T00:00:00.000
RSV-NET,2018-19,2019,11,0-<1 year,Overall,Overall,Overall,17.1,743.9,2019-03-16T00:00:00.000
RSV-NET,2018-19,2019,12,0-<1 year,Overall,Overall,Overall,21.7,765.5,2019-03-23T00:00:00.000
RSV-NET,2018-19,2019,13,0-<1 year,Overall,Overall,Overall,11.9,777.4,2019-03-30T00:00:00.000
RSV-NET,2018-19,2019,14,0-<1 year,Overall,Overall,Overall,13.1,790.6,2019-04-06T00:00:00.000
RSV-NET,2018-19,2019,15,0-<1 year,Overall,Overall,Overall,10.7,801.2,2019-04-13T00:00:00.000
RSV-NET,2018-19,2019,16,0-<1 year,Overall,Overall,Overall,6.4,807.7,2019-04-20T00:00:00.000
RSV-NET,2018-19,2019,17,0-<1 year,Overall,Overall,Overall,4,811.6,2019-04-27T00:00:00.000
RSV-NET,2018-19,2019,18,0-<1 year,Overall,Overall,Overall,3.1,814.7,2019-05-04T00:00:00.000
RSV-NET,2019-20,2019,40,0-<1 year,Overall,Overall,Overall,5.2,5.2,2019-10-05T00:00:00.000
